Título,Textos em Itálico
É #FAKE que onça atacou cavalo em Campinas em janeiro de 2025,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito
Velja mais notícias de Campinas e região"
É #FAKE vídeo em que Haddad fala em cobrar impostos sobre pets e grávidas,"Nosso plano é taxar tudo, tudo. Neste ano teremos imposto do cachorrinho de estimação. Se ele é da família, temos que arrecadar sobre ele também. É justo. Imposto pré-natal. Ficou grávida, já tem que começar a pagar imposto para o hospital. Imposto das bets. Se perdeu, o prejuízo é seu. Se ganhar, o lucro é nosso. Mas é tudo para o bem do nosso povo. Brasileiro gosta de um imposto novo também, né? Todo mundo sabe. Imposto e 'Big Brother' é a nossa paixão
VEJA
outras checagens feitas pela equipe do FATO ou FAKE
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que a Receita Federal esteja cobrando imposto do PIX para quem recebe mais de R$ 5 mil; golpe envia boleto falso a vítimas,"(leia detalhes abaixo)
""Bom dia Sr Neuso, você foi taxado por usar mais de 5 mil reais no PIX neste mês. Para evitar o bloqueio total do seu CPF, pague o boleto à seguir no valor de R$ 845,20"" .
.


""Vocês viram essa nova palhaçada do governo de colocar imposto de renda pra quem receber R$ 5 mil no PIX ou no cartão de crédito?
""Eu estava ouvindo um rapaz falar que, passando de R$ 5 mil, quem faz PIX de transação vai começar a pagar imposto, vai ter de declarar
Só pra lembrar: quem movimentar 5 mil reais no cartão ou no Pix vai pagar imposto, hein, fazuele
A Receita Federal baixou normativa segundo o que se pagará imposto sobre PIX cujo montante (soma) passe de R$ 5.000,00 por mês. Pega em cheio a gente pobre que trabalha vendendo pipoca, sanduíche, picolé. Já não bastaram os impostos sobre Shein e Shoppe. Resta a este povo fazer o novamente o L em 2026
Voltar ao início
Voltar ao início
Vocês viram essa nova palhaçada do governo de colocar imposto de renda pra quem receber R$ 5 mil no PIX ou no cartão de crédito?
Eu estava ouvindo um rapaz falar que, passando de R$ 5 mil, quem faz PIX de transação vai começar a pagar imposto, vai ter de declarar
Só pra lembrar: quem movimentar 5 mil reais no cartão ou no Pix vai pagar imposto, hein, fazuele
A Receita Federal baixou normativa segundo o que se pagará imposto sobre PIX cujo montante (soma) passe de R$ 5.000,00 por mês. Pega em cheio a gente pobre que trabalha vendendo pipoca, sanduíche, picolé. Já não bastaram os impostos sobre Shein e Shoppe. Resta a este povo fazer o novamente o L em 2026
Voltar ao início
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que a Receita Federal esteja cobrando imposto do PIX para quem recebe mais de R$ 5 mil; golpe envia boleto falso a vítimas,"(leia detalhes abaixo)
""Bom dia Sr Neuso, você foi taxado por usar mais de 5 mil reais no PIX neste mês. Para evitar o bloqueio total do seu CPF, pague o boleto à seguir no valor de R$ 845,20"" .
.


""Vocês viram essa nova palhaçada do governo de colocar imposto de renda pra quem receber R$ 5 mil no PIX ou no cartão de crédito?
""Eu estava ouvindo um rapaz falar que, passando de R$ 5 mil, quem faz PIX de transação vai começar a pagar imposto, vai ter de declarar
Só pra lembrar: quem movimentar 5 mil reais no cartão ou no Pix vai pagar imposto, hein, fazuele
A Receita Federal baixou normativa segundo o que se pagará imposto sobre PIX cujo montante (soma) passe de R$ 5.000,00 por mês. Pega em cheio a gente pobre que trabalha vendendo pipoca, sanduíche, picolé. Já não bastaram os impostos sobre Shein e Shoppe. Resta a este povo fazer o novamente o L em 2026
Voltar ao início
Voltar ao início
Vocês viram essa nova palhaçada do governo de colocar imposto de renda pra quem receber R$ 5 mil no PIX ou no cartão de crédito?
Eu estava ouvindo um rapaz falar que, passando de R$ 5 mil, quem faz PIX de transação vai começar a pagar imposto, vai ter de declarar
Só pra lembrar: quem movimentar 5 mil reais no cartão ou no Pix vai pagar imposto, hein, fazuele
A Receita Federal baixou normativa segundo o que se pagará imposto sobre PIX cujo montante (soma) passe de R$ 5.000,00 por mês. Pega em cheio a gente pobre que trabalha vendendo pipoca, sanduíche, picolé. Já não bastaram os impostos sobre Shein e Shoppe. Resta a este povo fazer o novamente o L em 2026
Voltar ao início
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que incêndio na Califórnia atingiu o famoso letreiro de Hollywood,"""
lendário letreiro de Hollywood está cercado por fogo""
(veja, abaixo, uma dessas imagens)
(veja, abaixo, duas dessas imagens)
(veja a imagem a seguir)
VEJA
outras checagens feitas pela equipe do FATO ou FAKE
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE página que imita site do governo federal e promete saque de R$ 7 mil,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que spray de alga trate ou previna disfunção erétil,"Revolucionário: sexóloga aprova spray de alga pra tratar disfunção erétil e ameaça quebrar indústria farmacêutica
Voltar para o início
Voltar para o início
Voltar para o início
Voltar para o início
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
"É #FAKE que g1 publicou que Fast Shop faz leilão de celular de mostruário a partir de R$ 133,22","""Fast Shop abre oficialmente o leilão exclusivo de celulares de mostruário: aparelhos a partir de R$ 133,22
Aproximadamente mais de 1,5 mil celulares vão a leilão nesta quarta-feira pela gigante do Comércio eletrônico Fast Shop. Em uma oportunidade única celulares de mostruário estarão disponíveis para leilão nesta quarta-feira"".
Esses aparelhos que foram exibidos nas vitrines das lojas agora precisam ser repassados para dar espaço a novos modelos. Se você está em busca de um celular de última geração por um preço acessível, não perca essa chance"".
""Essa é a sua oportunidade de garantir modelos de qualidade com condições imperdíveis. Todos os produtos foram passados por análise técnica e a loja irá fornecer garantia de 30 dias. O leilão é virtual no site oficial da loja e é realizado somente uma vez por ano pela varejista. Aproveite já e confira
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que PF apontou fraude na Mega da Virada,"""Polícia Federal aponta possível fraude no sorteio da Mega Sena da Virada"".
""Urgente! Polícia Federal aponta possível fraude no sorteio da Mega da Virada. Uma investigação bombástica da Polícia Federal revelou indícios de que o sorteio da Mega da Virada, um dos maiores eventos de loteria do Brasil, pode ter sido manipulado""

""Segundo fontes próximas à investigação, há suspeitas de que jogos vencedores foram planejados para beneficiar pessoas próximas ao alto escalão do governo e empresários influentes. Os investigadores apuraram que apostas ganhadoras foram feitas em sequência e com padrões considerados matematicamente improváveis"".
""Além disso, surgiram denúncias de que funcionários de alto nível ligados à organização do sorteio podem ter acessado informações sigilosas para direcionar os prêmios. Documentos apreendidos apontam para transferências bancárias suspeitas e mensagens que sugerem conluio entre envolvidos no esquema""
""Caso a fraude seja comprovada, estima-se que bilhões de reais possam ter sido desviados ao longo dos anos, minando a credibilidade da loteria e prejudicando milhões de brasileiros que apostam na Mega da Virada, com esperança de mudar de vida
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que g1 publicou página recomendando Prostzol e que produto previna câncer de próstata,"""Próstata inchada? Atuais ganhadores do prêmio Nobel de medicina de 2024 recebem o troféu após descobrir como restaurar a glândula prostática utilizando terapia de testosterona pulsátil, veja como fazer de casa"".
(veja detalhes abaixo)
(leia, mais abaixo nesta reportagem, o detalhamento do que diz a SBU)
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que pino em ave temperada seja dispositivo antifurto; trata-se de um termômetro,"Isso aqui é um código de barras que vem junto com o chester, tá bom? Esse código de barras, ele é pra quando você sair com o seu chester, que a sua empresa te dá, ou que você vai comprar no supermercado, ele apitar e você passar como bandido, e pra vocês serem presos, e pra não conseguir ajudar o nosso querido colega, nosso querido presidente, nosso querido capitão Jair Messias Bolsonaro. Então, por favor, não comprem chester, tá bom? Ainda pouco eu saí do supermercado e começou a apitar por conta disso aqui.

Isso aqui não sai. Eu vou deixar ali no micro-ondas pra poder descongelar um pouco e tirar isso aqui. Mas, por favor, não comprem chester nesse Natal. Vocês já estão avisados
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que CNH terá mudanças na renovação a partir de janeiro,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que futuro presidente do Banco Central disse que considera 'artificial' a alta do dólar,"Galípolo: a moeda dos Brics nos salvaguardaria da extrema influência que o dólar exerce no nosso mercado
A meta é fazer a moeda estadunidense retornar aos R$ 5 ainda em 2025, declarou Galípolo
Gabriel Galípolo, próximo presidente do BC considera a alta do dólar artificial e não enxerga cenário com preocupação.
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE imagem de suposto pedido de certidão de óbito de Lula,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE vídeo em que homem cita bactéria e recomenda produto para diabetes,"Urgente: especialista revela ""bactéria diabética"" que está causando picos mortais de glicose em milhões de brasileiros!
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
Título não encontrado,Nenhum texto em itálico encontrado
É #FAKE foto que mostra Lula com a cabeça enfaixada,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE imagem que simula página do g1 para pedir doações a criança com Linfoma de Burkitt,"Desespero de mãe: falta de apoio do governo coloca vida de menino com câncer em risco
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
"É #FAKE página que imita aparência g1 e cita leilão dos Correios com Iphone e outros itens com lances a partir de R$ 87,17","Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito"
É #FAKE página que imita aparência do g1 e menciona voos da Latam na Black Friday,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito"
É #FAKE que governo federal estuda criar imposto para donos de pets,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito"
É #FAKE que Miriam Leitão assaltou banco e que foi anistiada,"Amélia foi anistiada pela Lei da Anistia. Acusada de assaltos a agências bancárias com revólver 38 na mão. Não devolveu o dinheiro e nem foi presa. Agora resolve dizer não à anistia dos patriotas que estavam com a Bíblia nas mãos. Amélia trabalha na Globo
Foto do julgamento do assalto ao Banco Banespa da Rua Iguatemi, em São Paulo, ocorrido no dia 06/Outubro/1968. A assaltante usava um revólver calibre 38 e junto com seus comparsas levaram mais de 80 mil cruzeiros, que seria equivalente a R$ 800.000. Alguém conhece a assaltante?
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito"
É #FAKE que candidata à presidência da OAB-ES teve candidatura cassada; montagem imita aparência do g1,Candidata à presidência da OAB-ES dra Erica Neves tem sua candidatura cassada por tentativa de extorsão
É #FAKE que tuberculose seja transmitida por mosca; áudio falso alarmista circula em Belo Horizonte,"""Na UPA de Venda Nova e em alguns outros hospitais da região Norte de Belo Horizonte [...] já estão passando por esse problema de forma muito mais grave, que é um tipo de tuberculose que ela é trazida pela mosca. [...] A transmissão é feita através da pele, o mosquito, ele contamina com essa bactéria. É um tipo de tuberculose extremamente difícil de ser tratada, leva anos de tratamento. [...] Um mosquito acometido dessa bactéria, pousa na pele da pessoa e não pica, não é através de picada. [...] Ele simplesmente excreta secreções dele, como se fosse o xixi do mosquito [...] e penetra pela pele. Se o mosquito estiver já acometido por essa bactéria, o contágio é certo. Tem duas UPAs que estão com algumas pessoas em estado gravíssimo, já acometido com esse tipo de tuberculose""
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE vídeo em que Drauzio Varella indica suposto emagrecedor,"É o fim da bariátrica. Seca 4kg de banha em 7 dias
Novo medicamento aprovado pela Anvisa chega ao Brasil e promete por fim à bariátrica. Vim conferir de perto. Hoje, vim acompanhar o processo de fabricação do Ozempslim, o emagrecedor que começou a ser produzido no Brasil. Ele já era muito utilizado por brasileiros, principalmente famosos, que importavam de outros países. Agora começou a ser produzido em Governador Valadares, na cidade de Minas Gerais. E estou aqui para acompanhar todo o processo de produção, já que ele é aprovado pela Anvisa. Ele é um medicamento inovador, extraforte, com componentes importados dos países mais desenvolvidos do mundo, como a Suíça e o Japão. É um tratamento em gotas, que deve ser utilizado apenas uma vez por dia e vem ajudando milhares de brasileiros a eliminar peso e gorduras localizadas com excelentes resultados. Por ser um tratamento 100% natural e aprovado pela Anvisa, ele não tem contraindicação e não causa nenhum efeito colateral. Ele é indicado para todas as pessoas que querem emagrecer e eliminar gordura, mesmo que tenham algum tipo de doença. Por exemplo, se você tem diabetes, pressão alta ou faz uso de medicamentos controlados, pode tomar sem preocupação. Ele age no organismo, inibindo a fome, reduzindo a ansiedade e não causa o efeito rebote. Ou seja, depois que parar de tomar, você não engorda de novo. Vou pedir à produção para deixar o contato do Dr. Fábio Roberto logo abaixo deste vídeo, para que o pessoal de casa possa chamá-lo e fazer seu pedido. Eles enviam para todo o Brasil. Me disseram que estão com uma promoção disponível esta semana. E, por conta da grande procura, são poucas unidades disponíveis. Uma dica, tome essa decisão antes que seja tarde demais
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que autor de atentado perto do STF foi morto a tiros,"O cara foi na estátua e soltou uns rojões. Os seguranças mataram ele com um tiro e ele caiu no chão com um rojão."" Outra legenda com teor conspiratório diz: ""A farsa montada por Alexandre de Moraes. Operação de falsa bandeira. Veja quando ele lança os fogos de artifício. Ele se preparava para jogar a segunda bomba no teatro preparado. Ele aparenta ter sido surpreendido por tiros a longo alcance com uso de silenciador.
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE vídeo que sugere que Trump elogia Lula após ser eleito presidente dos EUA,"Lula é manchete no mundo hoje nesta quarta-feira, 6 de novembro, após Donald Trump dizer que Lula é o maior presidente do mundo e que estará aberto para negociações com o presidente brasileiro.""
""Lula é incrível. Quero agradecer a ele pelos parabéns pela minha vitória como presidente dos Estados Unidos. Hoje sabemos que o Lula é um grande estadista que tem governado com muita competência. Não é à toa que o Lula colocou o Brasil entre as maiores economias do mundo em apenas dois anos. Também quero repetir esse sucesso aqui na América. Estados Unidos e Brasil sempre serão fortes e, unidos, serei presidente (inaudível) honra. Da mesma forma que o Lula é, quero adiantar que não haverá impasse entre mim e o Lula. Vejo alguns meios de comunicação dizendo que vou fazer oposição ao Brasil por causa de partido A ou B. Isso não é verdade. Meu interesse é que as pessoas tanto no Brasil tanto aqui nos Estados Unidos tenham o direito de terem bons presidentes que dê prioridade às necessidades do povo.""
""No vídeo de hoje o presidente eleito dos Estados Unidos Donald Trump afirma que terá boas relações comerciais com o Brasil do presidente Lula, já passa esse vídeo e marca um amigo nos comentários.
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que g1 publicou que Trump disse não negociar com Lula,"Donald Trump vence a eleição estadunidense e manda um recado para o Brasil: ""Com o Lula eu não negocio'""
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que Neymar teve anel furtado ao cumprimentar torcedor na Arábia Saudita,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que vídeo mostre choro de Guga Chacra após vitória de Trump,"Esquerdista vendo que Trump foi eleito novamente presidente dos EUA. O choro é livre...""
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que vídeo mostre coleta ilegal de cédulas na Pensilvânia,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE vídeo que mostra destruição de cédulas pró-Trump na Pensilvânia,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que o g1 tenha noticiado que a PF investiga esquema de corrupção bilionário no Governo de Goiás,"VEJA
outras checagens feitas pela equipe do FATO ou FAKE
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que câncer de mama não existe,"Esqueça o outubro rosa. Câncer de mama não existe
Câncer de mama não existe. Sou a doutora Lana Almeida, médica integrativa e especialista em mastologia e ultrassonografia das mamas. Por isso, venho falar para vocês que câncer de mama não existe. Então, esqueçam outubro rosa. Esqueçam mamografia. Mamografia vai causar inflamação nas mamas. Por que eu falo que câncer de mama não existe? Porque simplesmente existe uma inflamação crônica nas mamas, que pode ser inflamação da tireoide, do rim, do fígado, de qualquer lugar. É cálcio nas mamas. Por que o cálcio vai para as mamas? Porque ele sai dos ossos pela desmineralização óssea, pela baixa de testosterona, baixa de hormônio. Testosterona, estradiol e progesterona. Então, vamos fazer a modulação hormonal. Vamos repor esses hormônios com a modulação nano"", diz,
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que criança atacada por porca no Ceará vai receber dinheiro por compartilhamento de imagem,Nenhum texto em itálico encontrado
É #FAKE vídeo que mostra Kamala Harris bêbada em conversa com mulheres nas Filipinas,"Kumallah ficando chapada de novo! Se for eleita, só vai piorar daqui pra frente. Confira esse vídeo de KamalaHarris, ela está bêbada ou chapada
Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE imagem com suposta análise da TV Verdes Mares e Globo sobre debate entre André Fernandes (PL) e Evandro Leitão (PT),Nenhum texto em itálico encontrado
É #FAKE que Bradesco ligue para pedir senhas ou chave PIX; trata-se de golpe,"Adicione nosso número de WhatsApp
+55 (21) 97305-9827
(após adicionar o número, mande uma saudação para ser inscrito)"
É #FAKE que show de Lulu Santos tenha ficado vazio e que isso tivesse ocorrido em razão do apoio a Lula e Boulos,Nenhum texto em itálico encontrado
